focus_r,base_modulus,base_residue,sample_n,d,a,b,x,y,z,verified,rule_modulus,rule_prime_factors,sample_satisfies_visible_conditions,source,why_not_closed_earlier
361,126794347680,105286862041,105286862041,47,4,184,26321715522,2771330830847262300402,60246322409723093487,True,184,2;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,380383043040,351763972921,351763972921,95,8,372,87940993254,15467236584822949837467,332628743759633329838,True,744,2;3;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,67820232480,37987229641,37987229641,479,56,1860,9496807530,25768386321320571195,775822383867716122,True,26040,2;3;5;7;31,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,203460697440,161139058441,161139058441,11,1,43,40284764613,25965796157024542993332,603855724581966116124,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,256537401120,13704010681,13704010681,35,66,74,3426002679,2845453170069734206,2537836611143276454,True,4884,2;3;11;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,256537401120,54118624921,54118624921,59,14,222,13529656245,209201826180920080470,13192907957355320390,True,3108,2;3;7;37,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,256537401120,92972159641,92972159641,23,6,86,23243039916,1440637078408324820104,100509563609883126984,True,516,2;3;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,256537401120,134254040281,134254040281,95,8,372,33563510094,2253018418065813048207,48452008990662646198,True,744,2;3;31,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,256537401120,173107575001,173107575001,27,1,107,43276893757,29966232527400744675028,280058247919633127804,True,428,2;107,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,256537401120,214389455641,214389455641,87,4,344,53597363932,11490709677174047340412,133612903222954038842,True,344,2;43,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,256537401120,253589896921,253589896921,79,20,296,63397474250,3215391792021850356850,217256202163638537625,True,1480,2;5;37,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,67820232480,45099174481,45099174481,35,11,129,11274793629,184903230949650247836,15766942174001183924,True,5676,2;3;11;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,610382092320,549154406161,549154406161,167,184,484,137288601582,1638970445096463807537,623079673342457315262,True,22264,2;11;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,339101162400,153854381041,153854381041,143,8,564,38463595296,2958896323438799591568,41970160616153185696,True,1128,2;3;47,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,746022557280,230867637361,230867637361,87,56,292,57716909362,951783321441708705263,182533787673752354434,True,4088,2;7;73,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,746022557280,42497375281,42497375281,47,54,134,10624343832,33444942736509749392,13477812744563630352,True,7236,2;3;67,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,610382092320,526085119921,526085119921,27,1,107,131521279987,276765553416497249284108,2586593957163525694244,True,428,2;107,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,746022557280,537359583121,537359583121,35,11,129,134339895789,26250483780980226682716,2238413345664980569844,True,5676,2;3;11;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,590434965120,29315046121,29315046121,39,20,136,7328761540,42968596510982197268,6318911251615029010,True,680,2;5;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,590434965120,63311889001,63311889001,79,2,314,15827972270,2004197646938292004540,12765590107887210220,True,628,2;157,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,590434965120,98349451561,98349451561,39,40,116,24587362900,241815365654627848690,83384608846423396100,True,1160,2;5;29,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,590434965120,132866654281,132866654281,311,96,1148,33216663648,183891123553628178212,15377654931313854624,True,27552,2;3;7;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,590434965120,167036950441,167036950441,63,8,244,41759237626,3487667852894052246533,114349765668657450706,True,488,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,590434965120,201033793321,201033793321,11,3,41,50258448333,13471528686413971978524,985721611201022339892,True,492,2;3;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,590434965120,234857182921,234857182921,15,1,59,58714295734,55157896373110911836056,934879599544252742984,True,236,2;59,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,590434965120,270415105321,270415105321,143,6,566,67603776366,12187388204072813762324,129194927958369050484,True,3396,2;3;283,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,590434965120,304758854761,304758854761,11,1,43,76189713693,92877959558588639769492,2159952547874154413244,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,590434965120,338582244361,338582244361,11,3,41,84645561093,38212645400085440328764,2796047224396495633812,True,492,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,590434965120,372405633961,372405633961,23,9,83,93101408496,15409550690495516236736,1670915135113971640128,True,2988,2;3;83,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,590434965120,407790103081,407790103081,51,46,158,101947525783,3615060178078476107602,1052485874630442411074,True,7268,2;23;79,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,590434965120,441266586121,441266586121,19,5,71,110316646535,38943240007053194992588,2742481690637548943140,True,1420,2;5;71,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,590434965120,475263429001,475263429001,11,1,43,118815857253,225875326951016465577012,5252914580256196873884,True,172,2;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,590434965120,509607178441,509607178441,35,11,129,127401794619,23609043303312133312356,2013174235166150902604,True,5676,2;3;11;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,590434965120,544124381161,544124381161,83,6,326,136031095311,49345223703167255890714,908194301285286918234,True,1956,2;3;163,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,590434965120,577947770761,577947770761,11,3,41,144486942693,111341208577988943999164,8146917700828459317012,True,492,2;3;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,468844215840,19775235841,19775235841,31,32,92,4943808968,12220623536881352761,4250651665002209656,True,736,2;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,468844215840,51170279521,51170279521,79,41,275,12792569900,63863353909749367600,9521445491998996624,True,45100,2;5;11;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,468844215840,82391869921,82391869921,47,4,184,20597967492,1697105058237850608132,36893588222561969742,True,184,2;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,468844215840,114307273441,114307273441,39,40,116,28576818370,326653819149338191117,112639247982530410730,True,1160,2;5;29,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,468844215840,145008504001,145008504001,71,6,278,36252126018,3504577707150606132012,75638367780228909324,True,1668,2;3;139,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,468844215840,176056641121,176056641121,35,2,138,44014160289,15497970444485285287938,224608267311380946202,True,276,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,468844215840,207451684801,207451684801,35,6,134,51862921209,7172700255672377229606,321165683089807935654,True,804,2;3;67,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,468844215840,238152915361,238152915361,11,3,41,59538228843,18905603699187770609764,1383336856038129556812,True,492,2;3;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,468844215840,270935585281,270935585281,15,2,58,67733896324,36703045687811028814088,1265622265096932028072,True,116,2;29,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,468844215840,301983722401,301983722401,31,8,116,75495930608,11399271075565715574904,786156625901083832752,True,232,2;29,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,468844215840,332511499681,332511499681,31,2,122,83127874928,55281948715207759795936,906261454347668193376,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,468844215840,364253449921,364253449921,31,2,122,91063362488,66340287895321155926896,1087545703201986162736,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,468844215840,394781227201,394781227201,31,32,92,98695306808,4870381792580181260551,1694045840897454351496,True,736,2;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,468844215840,426870084001,426870084001,15,2,58,106717521004,91109034310711923714008,3141690838300411162552,True,116,2;29,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,468844215840,458265127681,458265127681,55,104,116,114566281934,2019297377631613600579,1810404545462825986726,True,3016,2;13;29,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,186115369440,25499314201,25499314201,11,1,43,6374828553,650215025001812724612,15121279651204947084,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,186115369440,63832489081,63832489081,31,62,62,15958122278,65719139746045022356,65719139746045022356,True,124,2;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,186115369440,102512570521,102512570521,63,8,244,25628142646,1313603390160161269283,43068963611808566206,True,488,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,186115369440,141539558521,141539558521,31,2,122,35384889638,10016723315353655010796,164208578940223852636,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,186115369440,179352373561,179352373561,91,2,362,44838093413,16083636959142778907386,88859872702446292306,True,724,2;181,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,930576847200,102339117241,102339117241,11,17,27,25584779313,616076171693698455396,387899811807143471916,True,1836,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,769612203360,9541732561,9541732561,59,6,230,2385433155,15174110138101639970,395846351428738434,True,1380,2;3;5;23,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,769612203360,52037786161,52037786161,19,2,74,13009446545,1353965594763340527490,36593664723333527770,True,148,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,769612203360,96268372561,96268372561,35,66,74,24067093149,140418175135043799066,125237831877201226194,True,4884,2;3;11;37,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,769612203360,137550253201,137550253201,15,1,59,34387563304,18920072157722464544416,320679189113940077024,True,236,2;59,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,769612203360,179525946961,179525946961,71,1,283,44881486758,32229565644990127369752,113885390971696563144,True,1132,2;283,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,769612203360,222022000561,222022000561,59,21,215,55505500155,2347322321247999159420,229273343005618522548,True,18060,2;3;5;7;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,769612203360,265385320561,265385320561,39,50,106,66346330150,1408587367592295137132,664428003581271291100,True,5300,2;5;53,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,769612203360,309269000401,309269000401,47,16,172,77317250112,5977957163973086323728,556089038509124309184,True,688,2;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,769612203360,350550881041,350550881041,47,4,184,87637720272,30721480053774306163152,667858262038571873112,True,184,2;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,769612203360,393567294481,393567294481,47,47,141,98391823632,3295642878799826295744,1098547626266608765248,True,564,2;3;47,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,769612203360,436063348081,436063348081,47,16,172,109015837032,11884452722506646483898,1105530485814571765944,True,688,2;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,769612203360,478559401681,478559401681,23,3,89,119639850426,76339700316094523954808,2573248325261613167016,True,1068,2;3;89,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,769612203360,521402361841,521402361841,59,3,233,130350590475,90620140988045277419300,1166782931176548636300,True,2796,2;3;233,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,769612203360,564765681841,564765681841,35,66,74,141191420469,4832731445531764182026,4310273991960762648834,True,4884,2;3;11;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,769612203360,606914828881,606914828881,59,30,206,151728707235,12278186985048716220538,1788085483259521779690,True,6180,2;3;5;103,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,769612203360,648717069361,648717069361,119,6,470,162179267370,70138972692920302700380,895391140760684715324,True,2820,2;3;5;47,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,769612203360,690866216401,690866216401,79,11,305,172716554120,43390557183528344771680,1564905341045284565536,True,13420,2;5;11;61,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,769612203360,733362270001,733362270001,23,23,69,183340567506,23383487785995085076088,7794495928665028358696,True,276,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,446295289440,4164801001,4164801001,31,56,68,1041200258,309742276911418447,255081875103521074,True,952,2;7;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,446295289440,30529699561,30529699561,59,31,205,7632424905,30066534099554060220,4546646619932565204,True,25420,2;5;31;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,446295289440,57068051401,57068051401,539,5,2151,14267012985,651352504293371553588,1514069047636846940,True,43020,2;3;5;239,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,446295289440,83606403241,83606403241,35,2,138,20901600819,3495015332911459708758,50652396129151589982,True,276,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,446295289440,110491661641,110491661641,107,2,426,27622915437,6104203652005919304234,28658233108009010818,True,852,2;3;71,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,446295289440,137203466761,137203466761,71,1,283,34300866708,18824791300978277971152,66518697176601688944,True,1132,2;283,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,446295289440,163915271881,163915271881,11,1,43,40978817973,26868216357625217268852,624842240875005052764,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,446295289440,190627077001,190627077001,23,24,68,47656769256,1514111770430400246876,534392389563670675368,True,408,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,446295289440,217165428841,217165428841,15,2,58,54291357214,23580411743476458017948,813117646326774414412,True,116,2;29,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,446295289440,244050687241,244050687241,215,12,848,61012671864,4963394832939608162408,70236719334051058902,True,2544,2;3;53,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,446295289440,270589039081,270589039081,19,17,59,67647259775,4306966357407066886300,1240990306371527746900,True,4012,2;17;59,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,446295289440,297127390921,297127390921,11,1,43,74281847733,88284686438789154528372,2053132242762538477404,True,172,2;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,446295289440,323318836201,323318836201,23,24,68,80829709056,4355627910408558389376,1537280438967726490368,True,408,2;3;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,446295289440,350204094601,350204094601,55,104,116,87551023664,1179258729755455601464,1057266447366960194416,True,3016,2;13;29,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,446295289440,376568993161,376568993161,63,8,244,94142248306,17725525829251638917633,581164781286938980906,True,488,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,446295289440,402933891721,402933891721,23,24,68,100733472936,6764821712779084660476,2387584133922029880168,True,408,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,446295289440,429819150121,429819150121,27,1,107,107454787537,184744501822343851367908,1726584129180783657644,True,428,2;107,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,500065806240,10409239201,10409239201,59,6,230,2602309815,18058710226296705210,471096788512087962,True,1380,2;3;5;23,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,500065806240,37641404161,37641404161,55,26,194,9410351054,54495204203154820876,7303480975680543004,True,5044,2;13;97,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,500065806240,65047022401,65047022401,35,11,129,16261755609,384646829592076508076,32799342058239082084,True,5676,2;3;11;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,500065806240,91932280801,91932280801,23,23,69,22983070206,367458445886450246088,122486148628816748696,True,276,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,500065806240,119164445761,119164445761,19,29,47,29791111445,489660866751394322020,302131173101924156140,True,5452,2;29;47,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,500065806240,146570064001,146570064001,23,24,68,36642516006,895115986026181150001,315923289185710994118,True,408,2;3;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,500065806240,174149135521,174149135521,31,2,122,43537283888,15163960704055123571296,248589519738608583136,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,500065806240,201207847201,201207847201,27,2,106,50301961807,20242298890346787704414,381930167742392220838,True,212,2;53,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,500065806240,228440012161,228440012161,23,38,54,57110003046,1373285241088735478148,966385910395776817956,True,2052,2;3;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,500065806240,255498723841,255498723841,11,1,43,63874680963,65279597887190067755532,1518130183423024831524,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,500065806240,282730888801,282730888801,19,2,74,70682722205,39968377743787657052410,1080226425507774514930,True,148,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,500065806240,310309960321,310309960321,39,20,136,77577490090,4814613574326134143778,708031407989137374085,True,680,2;5;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,500065806240,337368672001,337368672001,27,1,107,84342168007,113817620856827275488028,1063716082774086686804,True,428,2;107,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,500065806240,364427383681,364427383681,143,54,518,91106845956,2459394778309109277336,256384783839173554008,True,27972,2;3;7;37,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,500065806240,391659548641,391659548641,19,5,71,97914887165,30679440409822675274212,2160523972522723610860,True,1420,2;5;71,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,500065806240,418718260321,418718260321,59,14,222,104679565095,12523212967924935741570,789752169148419371090,True,3108,2;3;7;37,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,500065806240,445776972001,445776972001,59,30,206,111444243015,6623903626422705976402,964646159187772715010,True,6180,2;3;5;103,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,500065806240,472835683681,472835683681,99,1,395,118208920945,223573583808889422394180,566009072933897271884,True,1580,2;5;79,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,173973639840,2162521,2162521,35,11,129,540639,425142978516,36252502044,True,5676,2;3;11;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,173973639840,31917566041,31917566041,159,8,628,7979391550,127341378382061176775,1622183164102690150,True,1256,2;157,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,173973639840,62618796601,62618796601,11,1,43,15654699153,3921113688446215915812,91188690428981765484,True,172,2;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,173973639840,94013840281,94013840281,59,21,215,23503460085,420885817615628320740,41109777534549742956,True,18060,2;3;5;7;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,173973639840,126796510201,126796510201,35,11,129,31699127559,1461577727599106810676,124630658942559495484,True,5676,2;3;11;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,173973639840,158191553881,158191553881,19,23,53,39547888475,1088024683577868073300,472161655137565390300,True,4876,2;23;53,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,67820232480,12837945481,12837945481,19,2,74,3209486375,82406422208524642750,2227200600230395750,True,148,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,67820232480,60711050761,60711050761,15,2,58,15177762694,1842915842707692220268,63548822162334214492,True,116,2;29,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,610382092320,457745608681,457745608681,11,3,41,114436402173,69843680757258128085084,5110513226140838640372,True,492,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,315511516320,21163823041,21163823041,35,11,129,5290955769,40718855131954208556,3472150437608498404,True,5676,2;3;11;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,315511516320,51171240481,51171240481,19,2,74,12792810125,1309247926668293340250,35385079099143063250,True,148,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,315511516320,80137938241,80137938241,63,4,248,20034484576,1605522287641755070816,25895520768415404368,True,248,2;31,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,315511516320,110665715521,110665715521,31,62,62,27666428888,197530654761379636816,197530654761379636816,True,124,2;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,315511516320,140326226401,140326226401,31,2,122,35081556608,9845724910147411215616,161405326395859200256,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,315511516320,168772564321,168772564321,79,116,200,42193141100,245553262765682023900,142420892404095573862,True,5800,2;5;29,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,315511516320,199126888321,199126888321,191,2,762,49781722128,19825758845218620934176,52036112454642049696,True,1524,2;3;127,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,315511516320,228093586081,228093586081,47,47,141,57023396532,1106950723872573520944,368983574624191173648,True,564,2;3;47,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,315511516320,258447910081,258447910081,155,2,618,64611977559,33397661132648043744558,108083045736725060662,True,1236,2;3;103,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,315511516320,286720794721,286720794721,27,2,106,71680198687,41104407066591641462654,775554850313049838918,True,212,2;53,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,946534548960,732495724321,732495724321,59,14,222,183123931095,38324999013697405617570,2416891829692629183090,True,3108,2;3;7;37,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,362690808480,26887901401,26887901401,35,9,131,6721975359,80328804743441590204,5518772844969269556,True,4716,2;3;131,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,362690808480,58629851641,58629851641,15,1,59,14657462914,3437459504325118167496,58262025497035901144,True,236,2;59,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,362690808480,92453241241,92453241241,35,6,134,23113310319,1424600303200401110586,63788073277629900474,True,804,2;3;67,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,362690808480,127490803801,127490803801,87,4,344,31872700972,4063476266229193994572,47249724025920860402,True,344,2;43,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,362690808480,159406207321,159406207321,55,2,218,39851551844,12705169470616487699848,116561187803820988072,True,436,2;109,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,362690808480,191321610841,191321610841,11,1,43,47830402713,36603958776899586446532,851254855276734568524,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,362690808480,224798093881,224798093881,39,8,148,56199523480,6316772877662251912940,341447182576337941240,True,296,2;37,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,362690808480,257407310521,257407310521,11,1,43,64351827633,66258523512485997707172,1540895895639209249004,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,362690808480,289322714041,289322714041,167,32,636,72330678552,2615863528386473493579,131615775013155899048,True,5088,2;3;53,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,362690808480,322105383961,322105383961,79,20,296,80526346010,5187593920105478069122,350513102709829599265,True,1480,2;5;37,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,362690808480,355755320281,355755320281,71,8,276,88938830088,15820230991686939707364,458557420048896803112,True,552,2;3;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,256537401120,39376777801,39376777801,27,47,61,9844194457,32990013426648923324,25418534935286875348,True,11468,2;47;61,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,256537401120,96789813481,96789813481,59,30,206,24197453385,312275599979912277758,45477029123288195790,True,6180,2;3;5;103,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,256537401120,154376302441,154376302441,15,1,59,38594075614,23832042757670747095096,403932928096114357544,True,236,2;59,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,256537401120,211789338121,211789338121,95,8,372,52947334554,5606840470231406366517,120577214413578631538,True,744,2;3;31,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
361,203460697440,10236746881,10236746881,55,2,218,2559186734,52395493634342153308,480692602149928012,True,436,2;109,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
361,203460697440,58456758721,58456758721,79,20,296,14614189700,170859632239164674740,11544569745889505050,True,1480,2;5;37,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
